2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.746067539999848872e+00
5.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000000e+00,1.464757540000000802e+00
8.000000000000000000e+00,3.125000000000000000e-02,0.000000000000000000e+00,2.236975829999955589e+00
1.000000000000000000e+01,3.125000000000000000e-02,0.000000000000000000e+00,2.087405060000100843e+00
1.300000000000000000e+01,6.250000000000000000e-02,0.000000000000000000e+00,1.630920630000054938e+00
1.500000000000000000e+01,6.250000000000000000e-02,1.000000000000000000e+00,1.514284400000015296e+00
1.800000000000000000e+01,9.375000000000000000e-02,0.000000000000000000e+00,1.562079540000076872e+00
2.000000000000000000e+01,9.375000000000000000e-02,1.000000000000000000e+00,1.492569690000046023e+00
2.300000000000000000e+01,1.250000000000000000e-01,0.000000000000000000e+00,1.595399149999884525e+00
2.500000000000000000e+01,1.250000000000000000e-01,0.000000000000000000e+00,1.630126249999939159e+00
2.800000000000000000e+01,1.562500000000000000e-01,1.000000000000000000e+00,1.402720640000161723e+00
3.000000000000000000e+01,1.562500000000000000e-01,1.000000000000000000e+00,1.408949880000200494e+00
3.300000000000000000e+01,1.875000000000000000e-01,0.000000000000000000e+00,1.584799309999943784e+00
3.500000000000000000e+01,1.875000000000000000e-01,1.000000000000000000e+00,1.423105210000194631e+00
3.800000000000000000e+01,2.187500000000000000e-01,1.000000000000000000e+00,1.431992070000042361e+00
4.000000000000000000e+01,2.187500000000000000e-01,1.000000000000000000e+00,1.436498020000108511e+00
4.300000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,1.991137449999832665e+00
4.500000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,1.988366450000121244e+00
4.700000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,1.993161609999851702e+00
4.900000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,1.991938210000007370e+00
5.100000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,1.987894899999964604e+00
5.300000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,1.947594829999907073e+00
5.500000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,1.946066279999804305e+00
5.700000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,1.988683890000011001e+00
6.000000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,2.525111539999961519e+00
6.200000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,2.131928710000074556e+00
6.400000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,2.509402759999893373e+00
6.600000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,2.523082159999894269e+00
6.800000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,2.148312899999900605e+00
7.000000000000000000e+01,1.562500000000000000e-02,1.000000000000000000e+00,1.245237589999824479e+00
7.200000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,2.324490140000143423e+00
7.400000000000000000e+01,1.562500000000000000e-02,0.000000000000000000e+00,2.525547990000013510e+00
7.700000000000000000e+01,3.125000000000000000e-02,0.000000000000000000e+00,1.718249119999945673e+00
7.900000000000000000e+01,3.125000000000000000e-02,0.000000000000000000e+00,1.712290059999822756e+00
8.200000000000000000e+01,6.250000000000000000e-02,1.000000000000000000e+00,1.480870060000206934e+00
8.400000000000000000e+01,6.250000000000000000e-02,0.000000000000000000e+00,1.692235179999961314e+00
8.700000000000000000e+01,9.375000000000000000e-02,0.000000000000000000e+00,1.786167779999977778e+00
8.900000000000000000e+01,9.375000000000000000e-02,0.000000000000000000e+00,1.652786500000110959e+00
9.200000000000000000e+01,1.250000000000000000e-01,1.000000000000000000e+00,1.496273730000048374e+00
9.400000000000000000e+01,1.250000000000000000e-01,0.000000000000000000e+00,1.777855899999913003e+00
9.700000000000000000e+01,1.562500000000000000e-01,0.000000000000000000e+00,1.732779369999952745e+00
9.900000000000000000e+01,1.562500000000000000e-01,1.000000000000000000e+00,1.313356940000012685e+00
1.020000000000000000e+02,1.875000000000000000e-01,1.000000000000000000e+00,1.470315009999985989e+00
1.040000000000000000e+02,1.875000000000000000e-01,1.000000000000000000e+00,1.380159870000007061e+00
1.070000000000000000e+02,2.187500000000000000e-01,1.000000000000000000e+00,1.442305729999880270e+00
1.090000000000000000e+02,2.187500000000000000e-01,1.000000000000000000e+00,1.365055110000021443e+00
1.120000000000000000e+02,2.343750000000000000e-01,1.000000000000000000e+00,1.467272749999956716e+00
1.140000000000000000e+02,2.343750000000000000e-01,1.000000000000000000e+00,1.371870000000008361e+00
1.160000000000000000e+02,3.125000000000000000e-02,0.000000000000000000e+00,1.703323339999833319e+00
1.180000000000000000e+02,3.125000000000000000e-02,0.000000000000000000e+00,1.704844239999892874e+00
1.210000000000000000e+02,6.250000000000000000e-02,0.000000000000000000e+00,2.000123030000004132e+00
1.230000000000000000e+02,6.250000000000000000e-02,0.000000000000000000e+00,2.000687410000018485e+00
1.260000000000000000e+02,9.375000000000000000e-02,0.000000000000000000e+00,1.574929810000021302e+00
1.280000000000000000e+02,9.375000000000000000e-02,0.000000000000000000e+00,1.654075900000016031e+00
1.310000000000000000e+02,1.250000000000000000e-01,1.000000000000000000e+00,1.373402799999958290e+00
1.330000000000000000e+02,1.250000000000000000e-01,1.000000000000000000e+00,1.406186769999813180e+00
1.360000000000000000e+02,1.562500000000000000e-01,1.000000000000000000e+00,1.306442160000024444e+00
1.380000000000000000e+02,1.562500000000000000e-01,1.000000000000000000e+00,1.306110179999969034e+00
1.410000000000000000e+02,1.875000000000000000e-01,1.000000000000000000e+00,1.423155300000026102e+00
1.430000000000000000e+02,1.875000000000000000e-01,1.000000000000000000e+00,1.359309479999929238e+00
1.460000000000000000e+02,2.187500000000000000e-01,0.000000000000000000e+00,1.320421120000055737e+00
1.480000000000000000e+02,2.187500000000000000e-01,1.000000000000000000e+00,1.399327200000080040e+00
1.510000000000000000e+02,3.125000000000000000e-02,0.000000000000000000e+00,1.730063780000200335e+00
1.530000000000000000e+02,3.125000000000000000e-02,0.000000000000000000e+00,1.713338889999995285e+00
1.560000000000000000e+02,6.250000000000000000e-02,0.000000000000000000e+00,1.489165270000121666e+00
1.580000000000000000e+02,6.250000000000000000e-02,0.000000000000000000e+00,1.517416080000038914e+00
1.610000000000000000e+02,9.375000000000000000e-02,0.000000000000000000e+00,1.373233729999874697e+00
1.630000000000000000e+02,9.375000000000000000e-02,0.000000000000000000e+00,1.373590409999970063e+00
1.660000000000000000e+02,1.250000000000000000e-01,1.000000000000000000e+00,1.316989949999943121e+00
1.680000000000000000e+02,1.250000000000000000e-01,1.000000000000000000e+00,1.347012900000045477e+00
1.710000000000000000e+02,1.562500000000000000e-01,1.000000000000000000e+00,1.211539720000082809e+00
1.730000000000000000e+02,1.562500000000000000e-01,1.000000000000000000e+00,1.246956699999891782e+00
1.760000000000000000e+02,1.875000000000000000e-01,1.000000000000000000e+00,1.495578520000044875e+00
1.780000000000000000e+02,1.875000000000000000e-01,0.000000000000000000e+00,1.610757429999984947e+00
1.810000000000000000e+02,2.187500000000000000e-01,0.000000000000000000e+00,1.371208589999987737e+00
1.830000000000000000e+02,2.187500000000000000e-01,1.000000000000000000e+00,1.449331989999855352e+00
1.860000000000000000e+02,1.718750000000000000e-01,1.000000000000000000e+00,1.421230109999960689e+00
1.880000000000000000e+02,1.718750000000000000e-01,1.000000000000000000e+00,1.433200270000106968e+00
1.900000000000000000e+02,3.125000000000000000e-02,0.000000000000000000e+00,1.710582339999809687e+00
